judul,kategori,tanggal_upload,waktu_upload,link_berita
KSAD Sebut Prajurit TNI yang Gugur di Papua sebagai Pahlawan,NEWS,29/01/2022, 19:08 WIB,https://nasional.kompas.com/read/2022/01/29/19082501/ksad-sebut-prajurit-tni-yang-gugur-di-papua-sebagai-pahlawan
"Meroket 90 Persen Jadi 95 Juta, Pengguna DANA 2021 Cetak Rekor",MONEY,29/01/2022, 19:08 WIB,https://money.kompas.com/read/2022/01/29/190800926/meroket-90-persen-jadi-95-juta-pengguna-dana-2021-cetak-rekor
"Cara Simpan Seafood yang Sudah Dimasak, Tahan Berapa Lama?",FOOD,29/01/2022, 19:08 WIB,https://www.kompas.com/food/read/2022/01/29/190800675/cara-simpan-seafood-yang-sudah-dimasak-tahan-berapa-lama-
Jepang Kurangi Masa Karantina Kedatangan dari Luar Negeri Jadi 7 Hari,TRAVEL,29/01/2022, 19:07 WIB,https://travel.kompas.com/read/2022/01/29/190700227/jepang-kurangi-masa-karantina-kedatangan-dari-luar-negeri-jadi-7-hari
"Calendar of Event 2022 Kulon Progo, Ada Ratusan Kegiatan Pendukung Pariwisata",TRAVEL,29/01/2022, 19:07 WIB,https://travel.kompas.com/read/2022/01/29/190700327/calendar-of-event-2022-kulon-progo-ada-ratusan-kegiatan-pendukung-pariwisata
"Di Kebumen, Rumah Warga Disulap Jadi Tempat Karaoke Ilegal untuk Pesta Miras",REGIONAL,29/01/2022, 19:06 WIB,https://regional.kompas.com/read/2022/01/29/190659078/di-kebumen-rumah-warga-disulap-jadi-tempat-karaoke-ilegal-untuk-pesta-miras
"HT Persebaya Vs PSS: Jual Beli Serangan Berujung Tanpa Gol, Skor 0-0",BOLA,29/01/2022, 19:05 WIB,https://bola.kompas.com/read/2022/01/29/19052098/ht-persebaya-vs-pss-jual-beli-serangan-berujung-tanpa-gol-skor-0-0
Warga Gresik Digegerkan Penemuan Mayat Tanpa Identitas di Muara Bengawan Solo,REGIONAL,29/01/2022, 19:01 WIB,https://surabaya.kompas.com/read/2022/01/29/190116378/warga-gresik-digegerkan-penemuan-mayat-tanpa-identitas-di-muara-bengawan
"Virus NeoCov Diklaim Ilmuwan China Varian Covid Baru, Virus Apa Itu?",SAINS,29/01/2022, 19:01 WIB,https://www.kompas.com/sains/read/2022/01/29/190100423/virus-neocov-diklaim-ilmuwan-china-varian-covid-baru-virus-apa-itu-
11 Obat Batuk Kering Alami yang Ampuh ala Rumahan,HEALTH,29/01/2022, 19:01 WIB,https://health.kompas.com/read/2022/01/29/190100468/11-obat-batuk-kering-alami-yang-ampuh-ala-rumahan
"Setelah 2 Tahuh Lebih Bebas Covid-19, Negara Kiribati Bobol Juga",GLOBAL,29/01/2022, 19:00 WIB,https://www.kompas.com/global/read/2022/01/29/190000070/setelah-2-tahuh-lebih-bebas-covid-19-negara-kiribati-bobol-juga
"Jangan Dibuang, Masker N95 hingga KN95 Bisa Dipakai Lagi, Ini Caranya",TREN,29/01/2022, 19:00 WIB,https://www.kompas.com/tren/read/2022/01/29/190000565/jangan-dibuang-masker-n95-hingga-kn95-bisa-dipakai-lagi-ini-caranya
Penataan Kawasan Mangrove Tahura Bali Minim Material Beton,PROPERTI,29/01/2022, 19:00 WIB,https://www.kompas.com/properti/read/2022/01/29/190000421/penataan-kawasan-mangrove-tahura-bali-minim-material-beton
Mobil Listrik BMW i3 Akan Disuntik Mati,OTOMOTIF,29/01/2022, 18:59 WIB,https://otomotif.kompas.com/read/2022/01/29/185949215/mobil-listrik-bmw-i3-akan-disuntik-mati
"Guru Pukul Siswa di Surabaya, Eri Cahyadi Datangi Sekolah: Saya Tak Ingin Kejadian Ini Terulang",REGIONAL,29/01/2022, 18:53 WIB,https://surabaya.kompas.com/read/2022/01/29/185357778/guru-pukul-siswa-di-surabaya-eri-cahyadi-datangi-sekolah-saya-tak-ingin
"Jokowi: IKN Kita Jadikan ""Showcase"" Transformasi Lingkungan, Ekonomi, Teknologi, dan Sosial",NEWS,29/01/2022, 18:51 WIB,https://nasional.kompas.com/read/2022/01/29/18511481/jokowi-ikn-kita-jadikan-showcase-transformasi-lingkungan-ekonomi-teknologi
"Kena Penyekatan di Bogor, 15 Anggota GMBI yang Bawa Senjata Tajam Ditangkap",REGIONAL,29/01/2022, 18:51 WIB,https://bandung.kompas.com/read/2022/01/29/185109078/kena-penyekatan-di-bogor-15-anggota-gmbi-yang-bawa-senjata-tajam-ditangkap
Intip Gaji dan Tunjangan Kadinkes hingga Kepala Puskesmas di Jakarta,MONEY,29/01/2022, 18:50 WIB,https://money.kompas.com/read/2022/01/29/185019426/intip-gaji-dan-tunjangan-kadinkes-hingga-kepala-puskesmas-di-jakarta
"Dua Hari Tayang di Bioskop, Ben & Jody Ditonton Lebih dari 27.000 Orang",HYPE,29/01/2022, 18:48 WIB,https://www.kompas.com/hype/read/2022/01/29/184848866/dua-hari-tayang-di-bioskop-ben-jody-ditonton-lebih-dari-27000-orang
"Lebih Modern, Minnie Mouse Kini Pakai Kostum Setelan Kerja",LIFESTYLE,29/01/2022, 18:47 WIB,https://lifestyle.kompas.com/read/2022/01/29/184754420/lebih-modern-minnie-mouse-kini-pakai-kostum-setelan-kerja
"Sinopsis Ikatan Cinta 29 Januari 2022, Jessica Menangis dan Memohon agar Irvan Bisa Diselamatkan",HYPE,29/01/2022, 18:41 WIB,https://www.kompas.com/hype/read/2022/01/29/184156166/sinopsis-ikatan-cinta-29-januari-2022-jessica-menangis-dan-memohon-agar
"Viral, Video Guru Pukul Siswa di SMP Surabaya, Dispendik Minta Maaf",REGIONAL,29/01/2022, 18:41 WIB,https://surabaya.kompas.com/read/2022/01/29/184133778/viral-video-guru-pukul-siswa-di-smp-surabaya-dispendik-minta-maaf
"BI: Negara Berkembang Lebih Siap Hadapi Exit Strategy Negara Maju, tetapi...",MONEY,29/01/2022, 18:40 WIB,https://money.kompas.com/read/2022/01/29/184000126/bi--negara-berkembang-lebih-siap-hadapi-exit-strategy-negara-maju-tetapi-
Kenali Perubahan Emosi dan Perilaku pada Kucing Pengidap Diabetes ,HOMEY,29/01/2022, 18:40 WIB,https://www.kompas.com/homey/read/2022/01/29/184000476/kenali-perubahan-emosi-dan-perilaku-pada-kucing-pengidap-diabetes-
"3 Jenazah Korban Kebakaran Diskotek Double O Teridentifikasi, Termasuk DJ Indah Cleo",REGIONAL,29/01/2022, 18:34 WIB,https://regional.kompas.com/read/2022/01/29/183437878/3-jenazah-korban-kebakaran-diskotek-double-o-teridentifikasi-termasuk-dj
Update 29 Januari: Ada 11.112 Suspek Covid-19 di Indonesia,NEWS,29/01/2022, 18:32 WIB,https://nasional.kompas.com/read/2022/01/29/18324371/update-29-januari-ada-11112-suspek-covid-19-di-indonesia
"Jepang Ajukan Tambang Emas Sado Jadi Warisan Dunia UNESCO, Korea Selatan Protes",GLOBAL,29/01/2022, 18:30 WIB,https://www.kompas.com/global/read/2022/01/29/183000470/jepang-ajukan-tambang-emas-sado-jadi-warisan-dunia-unesco-korea-selatan
Sejarah dan Makna Lampion pada Perayaan Imlek,TREN,29/01/2022, 18:30 WIB,https://www.kompas.com/tren/read/2022/01/29/183000465/sejarah-dan-makna-lampion-pada-perayaan-imlek
Bagaimana Cara Mencegah Penyakit Gagal Jantung?,SAINS,29/01/2022, 18:30 WIB,https://www.kompas.com/sains/read/2022/01/29/183000023/bagaimana-cara-mencegah-penyakit-gagal-jantung-
"UPDATE 29 Januari: Kasus Baru Covid-19 Tersebar di 33 Provinsi, Tertinggi di Jakarta 5.765 Kasus Baru",NEWS,29/01/2022, 18:26 WIB,https://nasional.kompas.com/read/2022/01/29/18265851/update-29-januari-kasus-baru-covid-19-tersebar-di-33-provinsi-tertinggi-di
"Siswa SMP Jatuh ke Bawah jembatan Liliba Kupang, Selamat Berkat Tas Nyangkut Batu",REGIONAL,29/01/2022, 18:26 WIB,https://regional.kompas.com/read/2022/01/29/182643178/siswa-smp-jatuh-ke-bawah-jembatan-liliba-kupang-selamat-berkat-tas-nyangkut
"Update 29 Januari: Bertambah 2.590, Total Kasus Sembuh dari Covid-19 Mencapai 4.133.923",NEWS,29/01/2022, 18:26 WIB,https://nasional.kompas.com/read/2022/01/29/18260881/update-29-januari-bertambah-2590-total-kasus-sembuh-dari-covid-19-mencapai
Perusahaan Pembiayaan Ini Buka Program Pembelian Aksesori Aftermarket,OTOMOTIF,29/01/2022, 18:22 WIB,https://otomotif.kompas.com/read/2022/01/29/182200315/perusahaan-pembiayaan-ini-buka-program-pembelian-aksesori-aftermarket
2 Cara Filet Ikan Salmon Seperti Tantangan MasterChef Indonesia,FOOD,29/01/2022, 18:21 WIB,https://www.kompas.com/food/read/2022/01/29/182100575/2-cara-filet-ikan-salmon-seperti-tantangan-masterchef-indonesia
Update 29 Januari: 52.555 Kasus Aktif Covid-19 di Indonesia,NEWS,29/01/2022, 18:18 WIB,https://nasional.kompas.com/read/2022/01/29/18184691/update-29-januari-52555-kasus-aktif-covid-19-di-indonesia
"Perkenalkan, Willow, Kucing Nomor 1 di Amerika Serikat",LIFESTYLE,29/01/2022, 18:15 WIB,https://lifestyle.kompas.com/read/2022/01/29/181513220/perkenalkan-willow-kucing-nomor-1-di-amerika-serikat
"UPDATE 29 Januari: Bertambah 17, Kasus Kematian Covid-19 Jadi 144.285 Jiwa",NEWS,29/01/2022, 18:13 WIB,https://nasional.kompas.com/read/2022/01/29/18135451/update-29-januari-bertambah-17-kasus-kematian-covid-19-jadi-144285-jiwa
"Juara Australia Open, Ash Barty Akhiri Penantian 10 Tahun dan Ukir Sejarah",BOLA,29/01/2022, 18:13 WIB,https://www.kompas.com/sports/read/2022/01/29/18135158/juara-australia-open-ash-barty-akhiri-penantian-10-tahun-dan-ukir-sejarah
"Jelang MotoGP Mandalika 2022, UMK Binaan Pertamina Berhasil Jalin Kerja Sama dengan Hotel dan Resor Besar di NTB",ADVERTORIAL,29/01/2022, 18:13 WIB,https://biz.kompas.com/read/2022/01/29/181347128/jelang-motogp-mandalika-2022-umk-binaan-pertamina-berhasil-jalin-kerja-sama
Apa Itu Devisa dan Sumber Utama Penambahan Devisa Negara?,MONEY,29/01/2022, 18:13 WIB,https://money.kompas.com/read/2022/01/29/181300626/apa-itu-devisa-dan-sumber-utama-penambahan-devisa-negara-
"Dipercaya Bawa Sial, Ini 7 Makanan yang Pantang Disantap saat Imlek",WIKEN,29/01/2022, 18:10 WIB,https://www.kompas.com/wiken/read/2022/01/29/181000581/dipercaya-bawa-sial-ini-7-makanan-yang-pantang-disantap-saat-imlek
UPDATE 29 Januari: Kasus Covid-19 di DKI Jakarta Bertambah 5.765 Orang,NEWS,29/01/2022, 18:08 WIB,https://megapolitan.kompas.com/read/2022/01/29/18082491/update-29-januari-kasus-covid-19-di-dki-jakarta-bertambah-5765-orang
"Pengertian Konservasi Perairan, Tujuan, Manfaat, dan Contoh Kawasan  ",REGIONAL,29/01/2022, 18:08 WIB,https://regional.kompas.com/read/2022/01/29/180821178/pengertian-konservasi-perairan-tujuan-manfaat-dan-contoh-kawasan
Desa Coumboscuro di Italia yang Ternyata Tidak Pakai Bahasa Italia,TRAVEL,29/01/2022, 18:07 WIB,https://travel.kompas.com/read/2022/01/29/180700627/desa-coumboscuro-di-italia-yang-ternyata-tidak-pakai-bahasa-italia
Ini 4 Alasan Udang Tidak Perlu Dikupas Saat Diolah,FOOD,29/01/2022, 18:04 WIB,https://www.kompas.com/food/read/2022/01/29/180400475/ini-4-alasan-udang-tidak-perlu-dikupas-saat-diolah
Update 29 Januari: Kasus Baru Covid-19 Bertambah 11.588,NEWS,29/01/2022, 18:03 WIB,https://nasional.kompas.com/read/2022/01/29/18034311/update-29-januari-kasus-baru-covid-19-bertambah-11588
Cara Membersihkan Pintu Kaca Kamar Mandi Menggunakan Cuka ,HOMEY,29/01/2022, 18:03 WIB,https://www.kompas.com/homey/read/2022/01/29/180300876/cara-membersihkan-pintu-kaca-kamar-mandi-menggunakan-cuka-
Banyak Kecelakaan karena Pengendara Kurang Waspada,OTOMOTIF,29/01/2022, 18:02 WIB,https://otomotif.kompas.com/read/2022/01/29/180200215/banyak-kecelakaan-karena-pengendara-kurang-waspada
Bocah 6 Tahun di Jagakarsa Disetubuhi Tukang Siomay,NEWS,29/01/2022, 18:01 WIB,https://megapolitan.kompas.com/read/2022/01/29/18012981/bocah-6-tahun-di-jagakarsa-disetubuhi-tukang-siomay
5 Cara Mengatasi Pneumonia pada Anak,HEALTH,29/01/2022, 18:01 WIB,https://health.kompas.com/read/2022/01/29/180100668/5-cara-mengatasi-pneumonia-pada-anak
Manfaat Buah Duku dan Kandungan Gizinya Baik untuk Diet hingga Cegah Penuaan Dini,SAINS,29/01/2022, 18:01 WIB,https://www.kompas.com/sains/read/2022/01/29/180100923/manfaat-buah-duku-dan-kandungan-gizinya-baik-untuk-diet-hingga-cegah
"Bersiap yang Terburuk, Anak-anak Sekolah Ukraina Simulasi Ancaman Bom dan Rudal ",GLOBAL,29/01/2022, 18:00 WIB,https://www.kompas.com/global/read/2022/01/29/180000770/bersiap-yang-terburuk-anak-anak-sekolah-ukraina-simulasi-ancaman-bom-dan
Terapkan Rumus 3 Detik di Jalan Tol Agar Tetap Aman Berkendara,PROPERTI,29/01/2022, 18:00 WIB,https://www.kompas.com/properti/read/2022/01/29/180000621/terapkan-rumus-3-detik-di-jalan-tol-agar-tetap-aman-berkendara
Cara Menyapih Anak agar Tidak Rewel,TREN,29/01/2022, 18:00 WIB,https://www.kompas.com/tren/read/2022/01/29/180000565/cara-menyapih-anak-agar-tidak-rewel
Liga 1 2021-2022: Badai Covid-19 Menerjang Seri 4 di Bali,BOLA,29/01/2022, 18:00 WIB,https://www.kompas.com/sports/read/2022/01/29/18000068/liga-1-2021-2022-badai-covid-19-menerjang-seri-4-di-bali
Bentuk Adaptasi dari Burung Elang,SKOLA,29/01/2022, 17:58 WIB,https://www.kompas.com/skola/read/2022/01/29/175831069/bentuk-adaptasi-dari-burung-elang
Ketum PAN: Gagasan Islam Moderat Harus Kita Perkuat Kembali,NEWS,29/01/2022, 17:56 WIB,https://nasional.kompas.com/read/2022/01/29/17562671/ketum-pan-gagasan-islam-moderat-harus-kita-perkuat-kembali
"Kenang Masa Jadi Pelajar, Kim Da Mi Ikut Sekolah Akting demi Kejar Mimpi sebagai Aktris",HYPE,29/01/2022, 17:55 WIB,https://www.kompas.com/hype/read/2022/01/29/175537566/kenang-masa-jadi-pelajar-kim-da-mi-ikut-sekolah-akting-demi-kejar-mimpi
"Resep Sup Ikan Salmon Jahe, Cocok untuk yang Sakit Tenggorokan",FOOD,29/01/2022, 17:54 WIB,https://www.kompas.com/food/read/2022/01/29/175438675/resep-sup-ikan-salmon-jahe-cocok-untuk-yang-sakit-tenggorokan
"Cara Cetak Kartu BPJS Kesehatan, Bisa Lewat Website dan Aplikasi",WIKEN,29/01/2022, 17:49 WIB,https://www.kompas.com/wiken/read/2022/01/29/174939681/cara-cetak-kartu-bpjs-kesehatan-bisa-lewat-website-dan-aplikasi
"Persib Vs Persikabo, Tekad Maung Bandung Ubah Tren Negatif dalam Derbi Jabar",BOLA,29/01/2022, 17:49 WIB,https://bola.kompas.com/read/2022/01/29/17493038/persib-vs-persikabo-tekad-maung-bandung-ubah-tren-negatif-dalam-derbi-jabar
Kelenteng Petak Sembilan Rayakan Imlek Tanpa Kembang Api dan Barongsai Sejak Pandemi,NEWS,29/01/2022, 17:49 WIB,https://megapolitan.kompas.com/read/2022/01/29/17490991/kelenteng-petak-sembilan-rayakan-imlek-tanpa-kembang-api-dan-barongsai
Zulkifli Hasan: Pikiran untuk Jadikan Indonesia Negara Agama Sudah Usang,NEWS,29/01/2022, 17:48 WIB,https://nasional.kompas.com/read/2022/01/29/17484801/zulkifli-hasan-pikiran-untuk-jadikan-indonesia-negara-agama-sudah-usang
"Mulai 1 Februari 2022, Minyak Goreng Dijual dari Harga Rp 11.500 per Liter",WIKEN,29/01/2022, 17:45 WIB,https://www.kompas.com/wiken/read/2022/01/29/174500581/mulai-1-februari-2022-minyak-goreng-dijual-dari-harga-rp-11.500-per-liter
Apa Itu Kotak Kosong dalam Pemilu? Bagaimana Cara Menentukan Pemenangnya?,REGIONAL,29/01/2022, 17:42 WIB,https://regional.kompas.com/read/2022/01/29/174241178/apa-itu-kotak-kosong-dalam-pemilu-bagaimana-cara-menentukan-pemenangnya
Tanggapan PT LIB Setelah Muncul Ledakan Kasus Positif Covid-19 di Liga 1,BOLA,29/01/2022, 17:37 WIB,https://bola.kompas.com/read/2022/01/29/17370538/tanggapan-pt-lib-setelah-muncul-ledakan-kasus-positif-covid-19-di-liga-1
"Kasus Siswi SMA di Kupang Buang Bayi, Polisi Tangkap Ayah Biologis ",REGIONAL,29/01/2022, 17:34 WIB,https://regional.kompas.com/read/2022/01/29/173411978/kasus-siswi-sma-di-kupang-buang-bayi-polisi-tangkap-ayah-biologis
Aturan Sepeda Motor Wajib Menyalakan Lampu Utama di Siang Hari,OTOMOTIF,29/01/2022, 17:32 WIB,https://otomotif.kompas.com/read/2022/01/29/173200715/aturan-sepeda-motor-wajib-menyalakan-lampu-utama-di-siang-hari
"Ban Radial Baru Goodyear, Sasar Segmen Truk 3/4",OTOMOTIF,29/01/2022, 17:31 WIB,https://otomotif.kompas.com/read/2022/01/29/173100815/ban-radial-baru-goodyear-sasar-segmen-truk-3-4
Berapa Tarif Naik Motor Listrik Gogoro Gojek?,TREN,29/01/2022, 17:30 WIB,https://www.kompas.com/tren/read/2022/01/29/173000465/berapa-tarif-naik-motor-listrik-gogoro-gojek-
"Gagal Jantung: Gejala, Penyebab, dan Cara Menurunkan Risikonya",SAINS,29/01/2022, 17:30 WIB,https://www.kompas.com/sains/read/2022/01/29/173000623/gagal-jantung--gejala-penyebab-dan-cara-menurunkan-risikonya
Pekerja Bangunan Tewas Tersengat Listrik Saat Bikin Garasi Rumah di Cilandak,NEWS,29/01/2022, 17:29 WIB,https://megapolitan.kompas.com/read/2022/01/29/17291641/pekerja-bangunan-tewas-tersengat-listrik-saat-bikin-garasi-rumah-di
"Tinjau Lokasi IKN Baru, Kapolri Ingin Pastikan Proses Pembangunan Berjalan Lancar",NEWS,29/01/2022, 17:28 WIB,https://nasional.kompas.com/read/2022/01/29/17281351/tinjau-lokasi-ikn-baru-kapolri-ingin-pastikan-proses-pembangunan-berjalan
Saat Luhut Sebut Ahli Hebat Buat Indonesia Jadi Salah Satu yang Terbaik Tangani Pandemi,NEWS,29/01/2022, 17:27 WIB,https://nasional.kompas.com/read/2022/01/29/17273221/saat-luhut-sebut-ahli-hebat-buat-indonesia-jadi-salah-satu-yang-terbaik
5 Langkah Mudah Menghilangkan Noda Minyak di Keramik Dapur,HOMEY,29/01/2022, 17:27 WIB,https://www.kompas.com/homey/read/2022/01/29/172700276/5-langkah-mudah-menghilangkan-noda-minyak-di-keramik-dapur
"Hasil Bali United Vs Borneo FC 2-1: Kiper Blunder, Debut Fakhri Husaini Tercoreng",BOLA,29/01/2022, 17:19 WIB,https://bola.kompas.com/read/2022/01/29/17190028/hasil-bali-united-vs-borneo-fc-2-1-kiper-blunder-debut-fakhri-husaini-tercoreng
"Fazzio Resmi Mengaspal di Yogyakarta, Harga Rp 21 Jutaan",OTOMOTIF,29/01/2022, 17:18 WIB,https://otomotif.kompas.com/read/2022/01/29/171823615/fazzio-resmi-mengaspal-di-yogyakarta-harga-rp-21-jutaan
"Kebijakan HET Minyak Goreng 1 Februari 2022, Pemkot Solo Tunggu Juklak dari Pusat",REGIONAL,29/01/2022, 17:17 WIB,https://regional.kompas.com/read/2022/01/29/171723578/kebijakan-het-minyak-goreng-1-februari-2022-pemkot-solo-tunggu-juklak-dari
"Tari Zapin: Asal-usul, Iringan, Properti, Gerak, dan Keunikan",REGIONAL,29/01/2022, 17:16 WIB,https://medan.kompas.com/read/2022/01/29/171624978/tari-zapin-asal-usul-iringan-properti-gerak-dan-keunikan
"Pengungkapan Harta dalam PPS Tembus Rp 8,2Triliun, Simak Cara Pelaporannya",MONEY,29/01/2022, 17:16 WIB,https://money.kompas.com/read/2022/01/29/171600826/pengungkapan-harta-dalam-pps-tembus-rp-8-2triliun-simak-cara-pelaporannya
PSIS Semarang Membiasakan Diri Tanpa Pratama Arhan dan Alfreanda Dewangga,BOLA,29/01/2022, 17:11 WIB,https://bola.kompas.com/read/2022/01/29/17112858/psis-semarang-membiasakan-diri-tanpa-pratama-arhan-dan-alfreanda-dewangga
Festival Banyuwangi 2022 Diluncurkan dalam Bayang-bayang Peningkatan Kasus Covid-19,REGIONAL,29/01/2022, 17:10 WIB,https://surabaya.kompas.com/read/2022/01/29/171041578/festival-banyuwangi-2022-diluncurkan-dalam-bayang-bayang-peningkatan-kasus
Jokowi: Pemerintah Kerja Keras Kawal Transformasi Besar Indonesia,NEWS,29/01/2022, 17:10 WIB,https://nasional.kompas.com/read/2022/01/29/17103831/jokowi-pemerintah-kerja-keras-kawal-transformasi-besar-indonesia
"Resep Sambal Goreng Kerang Kupas, Wangi Daun Jeruk",FOOD,29/01/2022, 17:06 WIB,https://www.kompas.com/food/read/2022/01/29/170600075/resep-sambal-goreng-kerang-kupas-wangi-daun-jeruk
Tempat Bernuansa China yang Pas Dikunjungi Saat Imlek,TRAVEL,29/01/2022, 17:05 WIB,https://travel.kompas.com/read/2022/01/29/170500127/tempat-bernuansa-china-yang-pas-dikunjungi-saat-imlek
Pentagon Prediksi Betapa Mengerikannya jika Rusia-Ukraina Perang,GLOBAL,29/01/2022, 17:02 WIB,https://www.kompas.com/global/read/2022/01/29/170200770/pentagon-prediksi-betapa-mengerikannya-jika-rusia-ukraina-perang
"Kasus Covid-19 di Yogyakarta Naik, PTM Bakal Dievaluasi",REGIONAL,29/01/2022, 17:00 WIB,https://yogyakarta.kompas.com/read/2022/01/29/170054978/kasus-covid-19-di-yogyakarta-naik-ptm-bakal-dievaluasi
"Bio Farma Buka Banyak Lowongan Kerja bagi Lulusan D3-S1, Buru Daftar",EDUKASI,29/01/2022, 17:00 WIB,https://www.kompas.com/edu/read/2022/01/29/170003571/bio-farma-buka-banyak-lowongan-kerja-bagi-lulusan-d3-s1-buru-daftar
Sindrom Budd-Chiari,HEALTH,29/01/2022, 17:00 WIB,https://health.kompas.com/penyakit/read/2022/01/29/170000568/sindrom-budd-chiari
"Daftar Kode Bank Mandiri, BRI, BNI, BCA, dan Lainnya di Indonesia",WIKEN,29/01/2022, 17:00 WIB,https://www.kompas.com/wiken/read/2022/01/29/170000281/daftar-kode-bank-mandiri-bri-bni-bca-dan-lainnya-di-indonesia
"5 Manfaat Pare bagi Kesehatan, Bantu Turunkan Gula Darah dan Kolesterol",SAINS,29/01/2022, 17:00 WIB,https://www.kompas.com/sains/read/2022/01/29/170000523/5-manfaat-pare-bagi-kesehatan-bantu-turunkan-gula-darah-dan-kolesterol
"Catat, Ini Syarat dan Biaya Nikah di KUA",TREN,29/01/2022, 17:00 WIB,https://www.kompas.com/tren/read/2022/01/29/170000865/catat-ini-syarat-dan-biaya-nikah-di-kua
Lotte Shopping Avenue Renovasi Dua Perpustakaan Sekolah di Jakarta,PROPERTI,29/01/2022, 17:00 WIB,https://www.kompas.com/properti/read/2022/01/29/170000521/lotte-shopping-avenue-renovasi-dua-perpustakaan-sekolah-di-jakarta
Pengamat Politik: Peluang Dedi Mulyadi di Pilpres 2024 Tipis,WIKEN,29/01/2022, 16:59 WIB,https://www.kompas.com/wiken/read/2022/01/29/165926281/pengamat-politik-peluang-dedi-mulyadi-di-pilpres-2024-tipis
"Curi Susu Formula, Rokok, dan Uang Tunai, Komplotan Spesialis Pembobol Minimarket Ditangkap",REGIONAL,29/01/2022, 16:53 WIB,https://regional.kompas.com/read/2022/01/29/165326478/curi-susu-formula-rokok-dan-uang-tunai-komplotan-spesialis-pembobol
"Operasi Pasar di Salatiga, Jateng, Airlangga Hartarto Disambut Histeris Emak-emak",NEWS,29/01/2022, 16:53 WIB,https://regional.kompas.com/read/2022/01/29/16530081/operasi-pasar-di-salatiga-jateng-airlangga-hartarto-disambut-histeris-emak
Remaja 15 Tahun Ditangkap di Hutan Mamasa Beserta Motor Curiannya,REGIONAL,29/01/2022, 16:52 WIB,https://regional.kompas.com/read/2022/01/29/165226478/remaja-15-tahun-ditangkap-di-hutan-mamasa-beserta-motor-curiannya
"Periksa Kerangkeng di Rumah Bupati Nonaktif Langkat, LPSK Temukan Kejanggalan",REGIONAL,29/01/2022, 16:51 WIB,https://medan.kompas.com/read/2022/01/29/165113478/periksa-kerangkeng-di-rumah-bupati-nonaktif-langkat-lpsk-temukan-kejanggalan
Jenazah Dj Indah Cleo dan 2 Korban Lain Sudah Teridentifikasi,HYPE,29/01/2022, 16:51 WIB,https://www.kompas.com/hype/read/2022/01/29/165105366/jenazah-dj-indah-cleo-dan-2-korban-lain-sudah-teridentifikasi
